nv;Datetime;pv_P;pv_Q;pv_Ep;pv_Eq
10293;2024-04-17 05:30:00;-0.016750103;0;0.003798499;0
10294;2024-04-17 05:45:00;-0.832380654;0;-0.106141345;0
10295;2024-04-17 06:00:00;-2.238454334;0;-0.383854374;0
10296;2024-04-17 06:15:00;-4.360972945;0;-0.82492841;0
10297;2024-04-17 06:30:00;-8.483795675;0;-1.605596077;0
10298;2024-04-17 06:45:00;-15.70478268;0;-3.023572294;0
10299;2024-04-17 07:00:00;-24.71978073;0;-5.053070426;0
10300;2024-04-17 07:15:00;-34.57491684;0;-7.411837196;0
10301;2024-04-17 07:30:00;-52.66345418;0;-10.90479638;0
10302;2024-04-17 07:45:00;-80.77015101;0;-16.67920065;0
10303;2024-04-17 08:00:00;-80.68254757;0;-20.18158732;0
10304;2024-04-17 08:15:00;-41.33402786;0;-15.25207193;0
10305;2024-04-17 08:30:00;-35.38380254;0;-9.5897288;0
10306;2024-04-17 08:45:00;-37.38097941;0;-9.095597744;0
10307;2024-04-17 09:00:00;-46.33392054;0;-10.46436249;0
10308;2024-04-17 09:15:00;-50.49164886;0;-12.10319618;0
10309;2024-04-17 09:30:00;-58.00024134;0;-13.56148628;0
10310;2024-04-17 09:45:00;-74.54337006;0;-16.56795142;0
10311;2024-04-17 10:00:00;-117.8288712;0;-24.04653015;0
10312;2024-04-17 10:15:00;-169.3007584;0;-35.89120369;0
10313;2024-04-17 10:30:00;-183.93578;0;-44.1545673;0
10314;2024-04-17 10:45:00;-176.9594213;0;-45.11190017;0
10315;2024-04-17 11:00:00;-104.5686747;0;-35.191012;0
10316;2024-04-17 11:15:00;-116.4408132;0;-27.62618599;0
10317;2024-04-17 11:30:00;-114.9804811;0;-28.92766179;0
10318;2024-04-17 11:45:00;-96.7260827;0;-26.46332048;0
10319;2024-04-17 12:00:00;-102.1450005;0;-24.85888539;0
10320;2024-04-17 12:15:00;-81.26685918;0;-22.92648245;0
10321;2024-04-17 12:30:00;-45.94756546;0;-15.90180308;0
10322;2024-04-17 12:45:00;-152.6225682;0;-24.82126671;0
10323;2024-04-17 13:00:00;-151.8024917;0;-38.05313249;0
10324;2024-04-17 13:15:00;-131.9073211;0;-35.4637266;0
10325;2024-04-17 13:30:00;-38.15848808;0;-21.25822615;0
10326;2024-04-17 13:45:00;-38.45359599;0;-9.576510509;0
10327;2024-04-17 14:00:00;-51.12460988;0;-11.19727573;0
10328;2024-04-17 14:15:00;-47.4749705;0;-12.32494755;0
10329;2024-04-17 14:30:00;-54.76468608;0;-12.77995707;0
10330;2024-04-17 14:45:00;-63.17728678;0;-14.74274661;0
10331;2024-04-17 15:00:00;-38.78167903;0;-12.74487073;0
10332;2024-04-17 15:15:00;-11.7634676;0;-6.318143328;0
10333;2024-04-17 15:30:00;-2.406848409;0;-1.771289501;0
10334;2024-04-17 15:45:00;-7.708737691;0;-1.264448263;0
10335;2024-04-17 16:00:00;-13.31965396;0;-2.628548956;0
10336;2024-04-17 16:15:00;-29.13178914;0;-5.306430387;0
10337;2024-04-17 16:30:00;-44.70230382;0;-9.229261621;0
10338;2024-04-17 16:45:00;-75.71346545;0;-15.05197116;0
10339;2024-04-17 17:00:00;-101.5628469;0;-22.15953904;0
10340;2024-04-17 17:15:00;-68.26523081;0;-21.22850971;0
10341;2024-04-17 17:30:00;-32.19172223;0;-12.55711913;0
10342;2024-04-17 17:45:00;-21.41607819;0;-6.700975053;0
10343;2024-04-17 18:00:00;-17.54217008;0;-4.869781033;0
10344;2024-04-17 18:15:00;-14.91106853;0;-4.056654827;0
10345;2024-04-17 18:30:00;-10.94952641;0;-3.232574368;0
10346;2024-04-17 18:45:00;-9.100916608;0;-2.506305377;0
10347;2024-04-17 19:00:00;-6.927441216;0;-2.003544728;0
10348;2024-04-17 19:15:00;-3.773059098;0;-1.337562539;0
10349;2024-04-17 19:30:00;-0.335160917;0;-0.513527502;0
10350;2024-04-17 19:45:00;0.059688127;0;-0.029228801;0
10351;2024-04-17 20:00:00;0.055810353;0;0.01443731;0
10352;2024-04-17 20:15:00;0.055735373;0;0.013943216;0
10353;2024-04-17 20:30:00;0.055148171;0;0.013860443;0
10354;2024-04-17 20:45:00;0.056355131;0;0.013937913;0
10355;2024-04-17 21:00:00;0.056014815;0;0.014046243;0
10356;2024-04-17 21:15:00;0.055658853;0;0.013959209;0
10357;2024-04-17 21:30:00;0.055282161;0;0.013867627;0
10358;2024-04-17 21:45:00;0.055839093;0;0.013890157;0
10359;2024-04-17 22:00:00;0.056145759;0;0.013998107;0
10360;2024-04-17 22:15:00;0.056431817;0;0.014072197;0
10361;2024-04-17 22:30:00;0.056704751;0;0.014142071;0
10362;2024-04-17 22:45:00;0.056513359;0;0.014152264;0
10363;2024-04-17 23:00:00;0.055687267;0;0.014025078;0
10364;2024-04-17 23:15:00;0.055965646;0;0.013956614;0
10365;2024-04-17 23:30:00;0.056083661;0;0.014006163;0
10366;2024-04-17 23:45:00;0.055860519;0;0.013993023;0
10367;2024-04-18 00:00:00;0.056172949;0;0.014004184;0
10368;2024-04-18 00:15:00;0.056030297;0;0.014025406;0
10369;2024-04-18 00:30:00;0.056112057;0;0.014017794;0
10370;2024-04-18 00:45:00;0.056161961;0;0.014034252;0
10371;2024-04-18 01:00:00;0.056331045;0;0.014061626;0
10372;2024-04-18 01:15:00;0.056073649;0;0.014050587;0
10373;2024-04-18 01:30:00;0.056130996;0;0.014025581;0
10374;2024-04-18 01:45:00;0.056243169;0;0.014046771;0
10375;2024-04-18 02:00:00;0.056434393;0;0.014084695;0
10376;2024-04-18 02:15:00;0.056303295;0;0.014092211;0
10377;2024-04-18 02:30:00;0.056446661;0;0.014093744;0
10378;2024-04-18 02:45:00;0.056483371;0;0.014116254;0
10379;2024-04-18 03:00:00;0.055929477;0;0.014051606;0
10380;2024-04-18 03:15:00;0.055795325;0;0.0139656;0
10381;2024-04-18 03:30:00;0.055841627;0;0.013954619;0
10382;2024-04-18 03:45:00;0.055543511;0;0.013923142;0
10383;2024-04-18 04:00:00;0.055602732;0;0.01389328;0
10384;2024-04-18 04:15:00;0.055756756;0;0.013919936;0
10385;2024-04-18 04:30:00;0.056108602;0;0.01398317;0
10386;2024-04-18 04:45:00;0.055812162;0;0.013990096;0
10387;2024-04-18 05:00:00;0.056107088;0;0.013989906;0
10388;2024-04-18 05:15:00;0.056572554;0;0.014084955;0
10389;2024-04-18 05:30:00;-0.044957636;0;0.000808978;0
10390;2024-04-18 05:45:00;-1.574203952;0;-0.202395199;0
10391;2024-04-18 06:00:00;-4.255494754;0;-0.728712338;0
10392;2024-04-18 06:15:00;-5.179920101;0;-1.179426857;0
10393;2024-04-18 06:30:00;-5.313345718;0;-1.311658227;0
10394;2024-04-18 06:45:00;-6.761495781;0;-1.509355187;0
10395;2024-04-18 07:00:00;-8.791264915;0;-1.944095087;0
10396;2024-04-18 07:15:00;-17.14165204;0;-3.24161462;0
10397;2024-04-18 07:30:00;-21.17766215;0;-4.789914274;0
10398;2024-04-18 07:45:00;-18.76768379;0;-4.993168243;0
10399;2024-04-18 08:00:00;-13.42178402;0;-4.023683476;0
10400;2024-04-18 08:15:00;-12.80373414;0;-3.27818977;0
10401;2024-04-18 08:30:00;-12.01813952;0;-3.102734208;0
10402;2024-04-18 08:45:00;-14.96449839;0;-3.372829739;0
10403;2024-04-18 09:00:00;-28.46479657;0;-5.428661871;0
10404;2024-04-18 09:15:00;-25.27469126;0;-6.71743598;0
10405;2024-04-18 09:30:00;-25.6636795;0;-6.367296346;0
10406;2024-04-18 09:45:00;-25.62528928;0;-6.411121098;0
10407;2024-04-18 10:00:00;-26.86461792;0;-6.5612384;0
10408;2024-04-18 10:15:00;-39.05649745;0;-8.240139421;0
10409;2024-04-18 10:30:00;-29.08666051;0;-8.517894745;0
10410;2024-04-18 10:45:00;-28.09024035;0;-7.147112608;0
10411;2024-04-18 11:00:00;-32.73856901;0;-7.60360117;0
10412;2024-04-18 11:15:00;-24.10844269;0;-7.105876462;0
10413;2024-04-18 11:30:00;-43.28283323;0;-8.423909489;0
10414;2024-04-18 11:45:00;-58.12112986;0;-12.67549539;0
10415;2024-04-18 12:00:00;-48.69682592;0;-13.35224447;0
10416;2024-04-18 12:15:00;-46.40571543;0;-11.88781767;0
10417;2024-04-18 12:30:00;-52.43116175;0;-12.35460965;0
10418;2024-04-18 12:45:00;-65.07722956;0;-14.68854891;0
10419;2024-04-18 13:00:00;-65.76939697;0;-16.35582832;0
10420;2024-04-18 13:15:00;-66.05728531;0;-16.47833529;0
10421;2024-04-18 13:30:00;-63.11194712;0;-16.14615405;0
10422;2024-04-18 13:45:00;-72.9668075;0;-17.00984433;0
10423;2024-04-18 14:00:00;-63.96987305;0;-17.11708507;0
10424;2024-04-18 14:15:00;-54.62972844;0;-14.82495019;0
10425;2024-04-18 14:30:00;-58.67508723;0;-14.16310196;0
10426;2024-04-18 14:45:00;-62.83995641;0;-15.18938046;0
10427;2024-04-18 15:00:00;-35.27947273;0;-12.26492864;0
10428;2024-04-18 15:15:00;-109.7067198;0;-18.12327407;0
10429;2024-04-18 15:30:00;-92.27151947;0;-25.24727991;0
10430;2024-04-18 15:45:00;-25.24337006;0;-14.68936119;0
10431;2024-04-18 16:00:00;-59.25540695;0;-10.56234713;0
10432;2024-04-18 16:15:00;-55.25920563;0;-14.31432657;0
10433;2024-04-18 16:30:00;-134.987306;0;-23.78081396;0
10434;2024-04-18 16:45:00;-103.865125;0;-29.85655388;0
10435;2024-04-18 17:00:00;-34.62240448;0;-17.31094119;0
10436;2024-04-18 17:15:00;-31.74310875;0;-8.295689154;0
10437;2024-04-18 17:30:00;-26.57583516;0;-7.289867989;0
10438;2024-04-18 17:45:00;-56.25378358;0;-10.35370234;0
10439;2024-04-18 18:00:00;-35.62450111;0;-11.48478559;0
10440;2024-04-18 18:15:00;-22.71427244;0;-7.292346694;0
10441;2024-04-18 18:30:00;-10.67141832;0;-4.173211345;0
10442;2024-04-18 18:45:00;-6.989059099;0;-2.207559677;0
10443;2024-04-18 19:00:00;-5.905279001;0;-1.611792262;0
10444;2024-04-18 19:15:00;-2.776043749;0;-1.085165344;0
10445;2024-04-18 19:30:00;-1.016894219;0;-0.474117246;0
10446;2024-04-18 19:45:00;0.001437992;0;-0.126752787;0
10447;2024-04-18 20:00:00;0.056288938;0;0.007215866;0
10448;2024-04-18 20:15:00;0.057646687;0;0.014241953;0
10449;2024-04-18 20:30:00;0.057913725;0;0.014445051;0
10450;2024-04-18 20:45:00;0.059921722;0;0.014729431;0
10451;2024-04-18 21:00:00;0.058982212;0;0.014862992;0
10452;2024-04-18 21:15:00;0.057123975;0;0.014513273;0
10453;2024-04-18 21:30:00;0.057032937;0;0.014269614;0
10454;2024-04-18 21:45:00;0.057369934;0;0.014300359;0
10455;2024-04-18 22:00:00;0.057645394;0;0.014376916;0
10456;2024-04-18 22:15:00;0.056896782;0;0.014317772;0
10457;2024-04-18 22:30:00;0.05666733;0;0.014195514;0
10458;2024-04-18 22:45:00;0.056811213;0;0.014184818;0
10459;2024-04-18 23:00:00;0.056582155;0;0.014174171;0
10460;2024-04-18 23:15:00;0.055844484;0;0.01405333;0
10461;2024-04-18 23:30:00;0.05624547;0;0.014011244;0
10462;2024-04-18 23:45:00;0.056130921;0;0.014047049;0
10463;2024-04-19 00:00:00;0.056302334;0;0.014054157;0
10464;2024-04-19 00:15:00;0.056605811;0;0.014113518;0
10465;2024-04-19 00:30:00;0.057159595;0;0.014220676;0
10466;2024-04-19 00:45:00;0.057415292;0;0.014321861;0
10467;2024-04-19 01:00:00;0.056907347;0;0.01429033;0
10468;2024-04-19 01:15:00;0.057275706;0;0.014272882;0
10469;2024-04-19 01:30:00;0.056842686;0;0.014264799;0
10470;2024-04-19 01:45:00;0.056444354;0;0.01416088;0
10471;2024-04-19 02:00:00;0.056448133;0;0.014111561;0
10472;2024-04-19 02:15:00;0.056660988;0;0.01413864;0
10473;2024-04-19 02:30:00;0.056645991;0;0.014163372;0
10474;2024-04-19 02:45:00;0.056907239;0;0.014194154;0
10475;2024-04-19 03:00:00;0.05653024;0;0.014179685;0
10476;2024-04-19 03:15:00;0.056221509;0;0.014093969;0
10477;2024-04-19 03:30:00;0.056169354;0;0.014048858;0
10478;2024-04-19 03:45:00;0.056453189;0;0.014077818;0
10479;2024-04-19 04:00:00;0.056160015;0;0.01407665;0
10480;2024-04-19 04:15:00;0.05648934;0;0.014081169;0
10481;2024-04-19 04:30:00;0.05699942;0;0.014186095;0
10482;2024-04-19 04:45:00;0.057078436;0;0.014259732;0
10483;2024-04-19 05:00:00;0.056966816;0;0.014255657;0
10484;2024-04-19 05:15:00;0.056926611;0;0.014236678;0
10485;2024-04-19 05:30:00;0.056751894;0;0.014209813;0
10486;2024-04-19 05:45:00;0.057200677;0;0.014244071;0
10487;2024-04-19 06:00:00;-0.019782208;0;0.003475386;0
10488;2024-04-19 06:15:00;-0.621703151;0;-0.08018567;0
10489;2024-04-19 06:30:00;-2.795017513;0;-0.427090083;0
10490;2024-04-19 06:45:00;-5.08338267;0;-0.984800023;0
10491;2024-04-19 07:00:00;-9.354411062;0;-1.804724216;0
10492;2024-04-19 07:15:00;-21.48663152;0;-3.855130323;0
10493;2024-04-19 07:30:00;-25.65888748;0;-5.893189875;0
10494;2024-04-19 07:45:00;-32.881604;0;-7.317561436;0
10495;2024-04-19 08:00:00;-43.93845088;0;-9.60250686;0
10496;2024-04-19 08:15:00;-63.99350851;0;-13.49149492;0
10497;2024-04-19 08:30:00;-119.7689051;0;-22.9703017;0
10498;2024-04-19 08:45:00;-115.1927867;0;-29.37021147;0
10499;2024-04-19 09:00:00;-94.97132975;0;-26.27051455;0
10500;2024-04-19 09:15:00;-79.00271937;0;-21.74675614;0
10501;2024-04-19 09:30:00;-115.6161789;0;-24.32736228;0
10502;2024-04-19 09:45:00;-109.7021363;0;-28.1647894;0
10503;2024-04-19 10:00:00;-137.9359607;0;-30.95476212;0
10504;2024-04-19 10:15:00;-164.7761858;0;-37.8390183;0
10505;2024-04-19 10:30:00;-163.7259376;0;-41.06276542;0
10506;2024-04-19 10:45:00;-131.3522477;0;-36.88477316;0
10507;2024-04-19 11:00:00;-166.9775679;0;-37.29122696;0
10508;2024-04-19 11:15:00;-213.6271129;0;-47.5755851;0
10509;2024-04-19 11:30:00;-166.1948644;0;-47.47774716;0
10510;2024-04-19 11:45:00;-148.9094281;0;-39.38803656;0
10511;2024-04-19 12:00:00;-110.6280214;0;-32.44218119;0
10512;2024-04-19 12:15:00;-71.91450405;0;-22.81781568;0
10513;2024-04-19 12:30:00;-75.08303288;0;-18.37469212;0
10514;2024-04-19 12:45:00;-27.16082713;0;-12.7804825;0
10515;2024-04-19 13:00:00;-35.43787702;0;-7.824838018;0
10516;2024-04-19 13:15:00;-44.62024294;0;-10.00726499;0
10517;2024-04-19 13:30:00;-47.47321192;0;-11.51168186;0
10518;2024-04-19 13:45:00;-69.11641998;0;-14.57370399;0
10519;2024-04-19 14:00:00;-67.39358597;0;-17.06375074;0
10520;2024-04-19 14:15:00;-74.05394643;0;-17.68094155;0
10521;2024-04-19 14:30:00;-121.5156311;0;-24.44619719;0
10522;2024-04-19 14:45:00;-149.4841627;0;-33.87497423;0
10523;2024-04-19 15:00:00;-159.1838578;0;-38.58350257;0
10524;2024-04-19 15:15:00;-120.1123103;0;-34.91202101;0
10525;2024-04-19 15:30:00;-123.2214096;0;-30.41671499;0
10526;2024-04-19 15:45:00;-101.3822451;0;-28.07545683;0
10527;2024-04-19 16:00:00;-139.7819653;0;-30.14552629;0
10528;2024-04-19 16:15:00;-117.5448407;0;-32.16585075;0
10529;2024-04-19 16:30:00;-93.9199213;0;-26.43309525;0
10530;2024-04-19 16:45:00;-86.46933174;0;-22.54865663;0
10531;2024-04-19 17:00:00;-71.80016378;0;-19.78368694;0
10532;2024-04-19 17:15:00;-75.56788076;0;-18.42100557;0
10533;2024-04-19 17:30:00;-71.47466731;0;-18.38031851;0
10534;2024-04-19 17:45:00;-61.45126012;0;-16.61574093;0
10535;2024-04-19 18:00:00;-33.11378339;0;-11.82063044;0
10536;2024-04-19 18:15:00;-25.94937642;0;-7.382894977;0
10537;2024-04-19 18:30:00;-22.09228757;0;-6.005208;0
10538;2024-04-19 18:45:00;-11.50947564;0;-4.200220402;0
10539;2024-04-19 19:00:00;-7.603953012;0;-2.389178582;0
10540;2024-04-19 19:15:00;-3.762193441;0;-1.420768307;0
10541;2024-04-19 19:30:00;-2.136461528;0;-0.737331871;0
10542;2024-04-19 19:45:00;-0.037833014;0;-0.271786818;0
10543;2024-04-19 20:00:00;0.049391184;0;0.000626662;0
10544;2024-04-19 20:15:00;0.04931477;0;0.012338244;0
10545;2024-04-19 20:30:00;0.048717819;0;0.012254074;0
10546;2024-04-19 20:45:00;0.050263549;0;0.012372671;0
10547;2024-04-19 21:00:00;0.051739277;0;0.012750353;0
10548;2024-04-19 21:15:00;0.049514668;0;0.012656743;0
10549;2024-04-19 21:30:00;0.050161559;0;0.012459528;0
10550;2024-04-19 21:45:00;0.050128416;0;0.012536247;0
10551;2024-04-19 22:00:00;0.052030142;0;0.01276982;0
10552;2024-04-19 22:15:00;0.050376855;0;0.012800875;0
10553;2024-04-19 22:30:00;0.051097244;0;0.012684262;0
10554;2024-04-19 22:45:00;0.051261445;0;0.012794836;0
10555;2024-04-19 23:00:00;0.051389525;0;0.012831371;0
10556;2024-04-19 23:15:00;0.052553731;0;0.012992907;0
10557;2024-04-19 23:30:00;0.050993976;0;0.012943463;0
10558;2024-04-19 23:45:00;0.051213519;0;0.012775937;0
10559;2024-04-20 00:00:00;0.051466033;0;0.012834944;0
10560;2024-04-20 00:15:00;0.051604755;0;0.012883848;0
10561;2024-04-20 00:30:00;0.051624123;0;0.01290361;0
10562;2024-04-20 00:45:00;0.051428898;0;0.012881628;0
10563;2024-04-20 01:00:00;0.05247243;0;0.012987666;0
10564;2024-04-20 01:15:00;0.054517208;0;0.013373705;0
10565;2024-04-20 01:30:00;0.05743374;0;0.013993869;0
10566;2024-04-20 01:45:00;0.057240214;0;0.014334244;0
10567;2024-04-20 02:00:00;0.05718745;0;0.014303458;0
10568;2024-04-20 02:15:00;0.057429986;0;0.014327179;0
10569;2024-04-20 02:30:00;0.057402224;0;0.014354026;0
10570;2024-04-20 02:45:00;0.057347166;0;0.014343674;0
10571;2024-04-20 03:00:00;0.05735656;0;0.014337966;0
10572;2024-04-20 03:15:00;0.05704084;0;0.014299675;0
10573;2024-04-20 03:30:00;0.057239759;0;0.014285075;0
10574;2024-04-20 03:45:00;0.058764655;0;0.014500552;0
10575;2024-04-20 04:00:00;0.059512676;0;0.014784666;0
10576;2024-04-20 04:15:00;0.057895505;0;0.014676023;0
10577;2024-04-20 04:30:00;0.057496528;0;0.014424004;0
10578;2024-04-20 04:45:00;0.057456764;0;0.014369162;0
10579;2024-04-20 05:00:00;0.058732972;0;0.014523717;0
10580;2024-04-20 05:15:00;0.058086447;0;0.014602427;0
10581;2024-04-20 05:30:00;-0.010767391;0;0.00498991;0
10582;2024-04-20 05:45:00;-1.061845102;0;-0.134076562;0
10583;2024-04-20 06:00:00;-3.981741031;0;-0.630448267;0
10584;2024-04-20 06:15:00;-4.642358144;0;-1.078012397;0
10585;2024-04-20 06:30:00;-5.573916054;0;-1.277034275;0
10586;2024-04-20 06:45:00;-10.70338062;0;-2.034662084;0
10587;2024-04-20 07:00:00;-24.411542;0;-4.389365327;0
10588;2024-04-20 07:15:00;-35.55425479;0;-7.495724599;0
10589;2024-04-20 07:30:00;-19.72059078;0;-6.909355696;0
10590;2024-04-20 07:45:00;-15.8497928;0;-4.446297948;0
10591;2024-04-20 08:00:00;-12.33430182;0;-3.523011827;0
10592;2024-04-20 08:15:00;-16.07008979;0;-3.550548951;0
10593;2024-04-20 08:30:00;-38.03931681;0;-6.763675825;0
10594;2024-04-20 08:45:00;-24.48910027;0;-7.816052135;0
10595;2024-04-20 09:00:00;-24.44434344;0;-6.116680463;0
10596;2024-04-20 09:15:00;-30.74834455;0;-6.899085999;0
10597;2024-04-20 09:30:00;-21.36374346;0;-6.514011002;0
10598;2024-04-20 09:45:00;-16.95062853;0;-4.7892965;0
10599;2024-04-20 10:00:00;-123.4798431;0;-17.55380896;0
10600;2024-04-20 10:15:00;-137.7086133;0;-32.64855705;0
10601;2024-04-20 10:30:00;-147.1967936;0;-35.61317586;0
10602;2024-04-20 10:45:00;-72.80525487;0;-27.50025606;0
10603;2024-04-20 11:00:00;-76.81441294;0;-18.70245848;0
10604;2024-04-20 11:15:00;-40.69358889;0;-14.68850023;0
10605;2024-04-20 11:30:00;-30.07617461;0;-8.846220438;0
10606;2024-04-20 11:45:00;-26.37397035;0;-7.05626812;0
10607;2024-04-20 12:00:00;-45.6911541;0;-9.008140556;0
10608;2024-04-20 12:15:00;-37.6673083;0;-10.4198078;0
10609;2024-04-20 12:30:00;-10.38894138;0;-6.00703121;0
10610;2024-04-20 12:45:00;-20.91071396;0;-3.912456918;0
10611;2024-04-20 13:00:00;-53.71694004;0;-9.32845675;0
10612;2024-04-20 13:15:00;-34.7959863;0;-11.06411579;0
10613;2024-04-20 13:30:00;-22.39437471;0;-7.148795127;0
10614;2024-04-20 13:45:00;-20.09235287;0;-5.310840947;0
10615;2024-04-20 14:00:00;-27.95972125;0;-6.006509264;0
10616;2024-04-20 14:15:00;-54.72816772;0;-10.33598612;0
10617;2024-04-20 14:30:00;-63.65117544;0;-14.79741789;0
10618;2024-04-20 14:45:00;-67.75316544;0;-16.42554261;0
10619;2024-04-20 15:00:00;-51.7754247;0;-14.94107377;0
10620;2024-04-20 15:15:00;-62.24434458;0;-14.25247116;0
10621;2024-04-20 15:30:00;-38.69053218;0;-12.61685959;0
10622;2024-04-20 15:45:00;-46.10434774;0;-10.59935999;0
10623;2024-04-20 16:00:00;-65.46440786;0;-13.94609445;0
10624;2024-04-20 16:15:00;-135.7310645;0;-25.14943405;0
10625;2024-04-20 16:30:00;-82.58884295;0;-27.28998843;0
10626;2024-04-20 16:45:00;-133.7747087;0;-27.04544396;0
10627;2024-04-20 17:00:00;-57.69067421;0;-23.93317287;0
10628;2024-04-20 17:15:00;-16.38867366;0;-9.259918483;0
10629;2024-04-20 17:30:00;-24.3261055;0;-5.089347394;0
10630;2024-04-20 17:45:00;-18.15223643;0;-5.309792741;0
10631;2024-04-20 18:00:00;-11.05408446;0;-3.650790111;0
10632;2024-04-20 18:15:00;-9.208678373;0;-2.532845354;0
10633;2024-04-20 18:30:00;-10.14058762;0;-2.418658249;0
10634;2024-04-20 18:45:00;-5.913182704;0;-2.00672129;0
10635;2024-04-20 19:00:00;-1.968832409;0;-0.985251889;0
10636;2024-04-20 19:15:00;-0.524388153;0;-0.31165257;0
10637;2024-04-20 19:30:00;0.022576511;0;-0.060137358;0
10638;2024-04-20 19:45:00;0.0605715;0;0.010393501;0
10639;2024-04-20 20:00:00;0.061104057;0;0.015209445;0
10640;2024-04-20 20:15:00;0.060410602;0;0.015189332;0
10641;2024-04-20 20:30:00;0.060820348;0;0.015153869;0
10642;2024-04-20 20:45:00;0.060157156;0;0.015122188;0
10643;2024-04-20 21:00:00;0.059982835;0;0.015017499;0
10644;2024-04-20 21:15:00;0.060495099;0;0.015059742;0
10645;2024-04-20 21:30:00;0.059856023;0;0.01504389;0
10646;2024-04-20 21:45:00;0.060347016;0;0.01502538;0
10647;2024-04-20 22:00:00;0.059647979;0;0.014999374;0
10648;2024-04-20 22:15:00;0.059305936;0;0.014869239;0
10649;2024-04-20 22:30:00;0.060470921;0;0.014972107;0
10650;2024-04-20 22:45:00;0.060908212;0;0.015172392;0
10651;2024-04-20 23:00:00;0.060937614;0;0.015230728;0
10652;2024-04-20 23:15:00;0.059303033;0;0.015030081;0
10653;2024-04-20 23:30:00;0.058795998;0;0.014762379;0
10654;2024-04-20 23:45:00;0.058073282;0;0.01460866;0
10655;2024-04-21 00:00:00;0.059410124;0;0.014685426;0
10656;2024-04-21 00:15:00;0.059484856;0;0.014861873;0
10657;2024-04-21 00:30:00;0.059043587;0;0.014816055;0
10658;2024-04-21 00:45:00;0.059911125;0;0.014869339;0
10659;2024-04-21 01:00:00;0.060267588;0;0.015022339;0
10660;2024-04-21 01:15:00;0.059549692;0;0.01497716;0
10661;2024-04-21 01:30:00;0.059156244;0;0.014838242;0
10662;2024-04-21 01:45:00;0.0592476;0;0.01480048;0
10663;2024-04-21 02:00:00;0.059123159;0;0.014796345;0
10664;2024-04-21 02:15:00;0.059282485;0;0.014800706;0
10665;2024-04-21 02:30:00;0.059582318;0;0.0148581;0
10666;2024-04-21 02:45:00;0.059954258;0;0.014942072;0
10667;2024-04-21 03:00:00;0.059940601;0;0.014986857;0
10668;2024-04-21 03:15:00;0.059798151;0;0.014967344;0
10669;2024-04-21 03:30:00;0.060251115;0;0.015006158;0
10670;2024-04-21 03:45:00;0.059801847;0;0.01500662;0
10671;2024-04-21 04:00:00;0.059237017;0;0.014879858;0
10672;2024-04-21 04:15:00;0.059311021;0;0.014818505;0
10673;2024-04-21 04:30:00;0.05909593;0;0.014800869;0
10674;2024-04-21 04:45:00;0.059044147;0;0.01476751;0
10675;2024-04-21 05:00:00;0.058752414;0;0.01472457;0
10676;2024-04-21 05:15:00;0.058278581;0;0.014628874;0
10677;2024-04-21 05:30:00;0.058925585;0;0.014650521;0
10678;2024-04-21 05:45:00;0.019007758;0;0.009741668;0
10679;2024-04-21 06:00:00;-0.385113963;0;-0.002152464;0
10680;2024-04-21 06:15:00;-0.886960439;0;-0.1590093;0
10681;2024-04-21 06:30:00;-2.408842651;0;-0.411975386;0
10682;2024-04-21 06:45:00;-6.94623785;0;-1.169385063;0
10683;2024-04-21 07:00:00;-6.783015188;0;-1.71615663;0
10684;2024-04-21 07:15:00;-8.446755822;0;-1.903721376;0
10685;2024-04-21 07:30:00;-11.69858608;0;-2.518167738;0
10686;2024-04-21 07:45:00;-16.38180574;0;-3.510048978;0
10687;2024-04-21 08:00:00;-25.00386327;0;-5.173208626;0
10688;2024-04-21 08:15:00;-25.61407318;0;-6.327242057;0
10689;2024-04-21 08:30:00;-26.10000076;0;-6.464259243;0
10690;2024-04-21 08:45:00;-22.05121587;0;-6.018902079;0
10691;2024-04-21 09:00:00;-26.56669401;0;-6.077238735;0
10692;2024-04-21 09:15:00;-29.44722315;0;-7.001739645;0
10693;2024-04-21 09:30:00;-29.38278198;0;-7.353750642;0
10694;2024-04-21 09:45:00;-31.25591723;0;-7.579837402;0
10695;2024-04-21 10:00:00;-32.95607732;0;-8.026499319;0
10696;2024-04-21 10:15:00;-35.46316961;0;-8.552405866;0
10697;2024-04-21 10:30:00;-35.79573491;0;-8.907363065;0
10698;2024-04-21 10:45:00;-57.47344488;0;-11.65864747;0
10699;2024-04-21 11:00:00;-64.90640132;0;-15.29748077;0
10700;2024-04-21 11:15:00;-56.78336156;0;-15.21122036;0
10701;2024-04-21 11:30:00;-70.44589183;0;-15.90365667;0
10702;2024-04-21 11:45:00;-93.8185112;0;-20.53305038;0
10703;2024-04-21 12:00:00;-100.1801478;0;-24.24983238;0
10704;2024-04-21 12:15:00;-83.53864644;0;-22.96484928;0
10705;2024-04-21 12:30:00;-66.10633367;0;-18.70562251;0
10706;2024-04-21 12:45:00;-59.01285273;0;-15.6398983;0
10707;2024-04-21 13:00:00;-71.42431997;0;-16.30464659;0
10708;2024-04-21 13:15:00;-69.92486954;0;-17.66864869;0
10709;2024-04-21 13:30:00;-69.74068197;0;-17.45819394;0
10710;2024-04-21 13:45:00;-54.32045719;0;-15.50764239;0
10711;2024-04-21 14:00:00;-52.02250824;0;-13.29287068;0
10712;2024-04-21 14:15:00;-44.31137263;0;-12.04173511;0
