nv;Datetime;sg2_P;sg2_Q;sg2_Ep;sg2_Eq
331;2024-01-04 11:00:00;68.36390486;1.936210365;17.10823002;0.435464664
332;2024-01-04 11:15:00;69.62235434;2.109041483;17.2482824;0.505656481
333;2024-01-04 11:30:00;65.8990406;1.734017877;16.94017437;0.48038242
334;2024-01-04 11:45:00;69.70191037;2.501932707;16.95011887;0.529493823
335;2024-01-04 12:00:00;71.93318512;2.234182831;17.70438694;0.592014442
336;2024-01-04 12:15:00;72.66509293;1.912876731;18.07478476;0.518382445
337;2024-01-04 12:30:00;71.80462144;2.296943561;18.0587143;0.526227537
338;2024-01-04 12:45:00;81.58976982;2.474471373;19.17429891;0.596426867
339;2024-01-04 13:00:00;81.72026394;1.861274214;20.41375422;0.541968198
340;2024-01-04 13:15:00;77.9326927;1.859857888;19.95661958;0.465141513
341;2024-01-04 13:30:00;66.51850616;2.135250028;18.05639986;0.49938849
342;2024-01-04 13:45:00;65.03489437;2.072997088;16.44417507;0.526030889
343;2024-01-04 14:00:00;64.37599225;2.06238427;16.17636083;0.51692267
344;2024-01-04 14:15:00;68.60961933;2.017796301;16.62320145;0.510022571
345;2024-01-04 14:30:00;69.82889687;2.088049938;17.30481452;0.51323078
346;2024-01-04 14:45:00;68.79725746;1.873226937;17.32826929;0.495159609
347;2024-01-04 15:00:00;64.51876199;2.230313576;16.66450243;0.512942564
348;2024-01-04 15:15:00;53.94875555;1.703614885;14.80843969;0.491741058
349;2024-01-04 15:30:00;47.71082201;1.385662142;12.7074472;0.447772003
350;2024-01-04 15:45:00;49.47174318;1.236709587;12.14782065;0.393981287
351;2024-01-04 16:00:00;50.82929519;1.705252054;12.5376298;0.367745205
352;2024-01-04 16:15:00;51.47911447;1.920578756;12.78855121;0.453228851
353;2024-01-04 16:30:00;50.87570598;1.288485628;12.79435256;0.401133048
354;2024-01-04 16:45:00;50.24526267;1.93201045;12.64012108;0.40256201
355;2024-01-04 17:00:00;46.88739531;1.49960821;12.14158225;0.428952333
356;2024-01-04 17:15:00;46.99090512;1.587615611;11.73478755;0.385902978
357;2024-01-04 17:30:00;45.69143252;2.277667318;11.5852922;0.483160366
358;2024-01-04 17:45:00;55.46096448;1.697052928;12.64404962;0.496840031
359;2024-01-04 18:00:00;62.46528616;1.746256574;14.74078133;0.430413688
360;2024-01-04 18:15:00;61.52377857;1.742637984;15.49863309;0.43611182
361;2024-01-04 18:30:00;46.04142207;2.016985494;13.44565008;0.469952935
362;2024-01-04 18:45:00;44.37985954;1.903857295;11.3026602;0.490105349
363;2024-01-04 19:00:00;45.36531991;2.147696741;11.21814743;0.506444254
