;Datetime;sg4_P;sg4_Q
525;2024-01-06 11:30:00;5.666698852;-0.211863615
526;2024-01-06 11:45:00;2.912504377;-0.325374371
527;2024-01-06 12:00:00;3.059207924;-0.452189538
528;2024-01-06 12:15:00;2.608569264;-0.319406539
529;2024-01-06 12:30:00;2.276377197;-0.577436452
530;2024-01-06 12:45:00;2.150971227;-0.360899648
531;2024-01-06 13:00:00;1.752616453;-0.580941044
532;2024-01-06 13:15:00;2.416091257;-0.430023276
533;2024-01-06 13:30:00;3.151555117;-0.36261417
534;2024-01-06 13:45:00;2.14873447;-0.542954259
535;2024-01-06 14:00:00;1.933148934;-0.263462726
536;2024-01-06 14:15:00;1.983766333;-0.547498595
537;2024-01-06 14:30:00;2.436078792;-0.140022674
538;2024-01-06 14:45:00;1.816758186;-0.542711628
539;2024-01-06 15:00:00;3.099949261;-0.303532189
540;2024-01-06 15:15:00;2.664635818;-0.081628
